Player,Pos,Nation,Age,MP,Min,Gls,Ast,G+A,Gls_90,Ast_90,xG,xAG,Comp,Squad
Anthony Gordon,FW,eng ENG,22.0,35,2890,11,10,21,0.34,0.31,10.2,8.0,eng Premier League,Newcastle Utd
Anthony Jung,DF,de GER,31.0,31,2579,1,0,1,0.03,0.0,0.6,0.3,de Bundesliga,Werder Bremen
Anthony Lopes,GK,pt POR,32.0,31,2790,0,0,0,0.0,0.0,0.0,0.3,fr Ligue 1,Lyon
Anthony Losilla,MF,fr FRA,37.0,31,2576,1,2,3,0.03,0.07,2.3,1.5,de Bundesliga,Bochum
Anthony Lozano,FW,hn HON,30.0,13,772,3,0,3,0.35,0.0,3.3,0.7,es La Liga,Almería
Anthony Lozano,"MF,FW",hn HON,30.0,6,92,0,0,0,0.0,0.0,0.2,0.3,es La Liga,Getafe
Anthony Martial,FW,fr FRA,27.0,13,448,1,0,1,0.2,0.0,1.2,0.2,eng Premier League,Manchester Utd
Anthony Oyono,DF,ga GAB,22.0,16,1198,0,1,1,0.0,0.08,0.1,0.9,it Serie A,Frosinone
Anthony Rouault,DF,fr FRA,22.0,22,1010,0,2,2,0.0,0.18,0.1,0.8,de Bundesliga,Stuttgart
Antoine Griezmann,"FW,MF",fr FRA,32.0,33,2644,16,6,22,0.54,0.2,12.3,5.6,es La Liga,Atlético Madrid
Antoine Joujou,"FW,MF",fr FRA,20.0,23,779,0,2,2,0.0,0.23,1.1,0.6,fr Ligue 1,Le Havre
Antoine Makoumbou,MF,cg CGO,25.0,32,2702,1,0,1,0.03,0.0,0.7,0.9,it Serie A,Cagliari
Antoine Mendy,DF,fr FRA,19.0,10,418,0,0,0,0.0,0.0,0.1,0.4,fr Ligue 1,Nice
Antoine Semenyo,FW,gh GHA,23.0,33,2105,8,2,10,0.34,0.09,4.6,3.2,eng Premier League,Bournemouth
Anton Stach,MF,de GER,24.0,33,2491,2,3,5,0.04,0.06,1.9,3.6,"de Bundesliga, de Bundesliga","Hoffenheim, Mainz 05"
Antonee Robinson,DF,us USA,25.0,37,3265,0,6,6,0.0,0.17,0.7,4.2,eng Premier League,Fulham
Antonin Cartillier,DF,fr FRA,19.0,1,8,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Monaco
Antonino Gallo,DF,it ITA,23.0,35,2490,0,3,3,0.0,0.11,0.5,4.5,it Serie A,Lecce
Antonio Blanco,MF,es ESP,23.0,33,2426,0,1,1,0.0,0.04,0.8,1.2,es La Liga,Alavés
Antonio Candreva,"MF,FW",it ITA,36.0,34,2750,6,6,12,0.2,0.2,4.9,5.0,it Serie A,Salernitana
Antonio Mirante,GK,it ITA,40.0,2,177,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Milan
Antonio Puertas,"MF,FW",es ESP,31.0,27,730,0,2,2,0.0,0.25,3.2,0.6,es La Liga,Granada
Antonio Raillo,DF,es ESP,31.0,26,2195,3,2,5,0.12,0.08,1.4,2.0,es La Liga,Mallorca
Antonio Rüdiger,DF,de GER,30.0,33,2709,1,0,1,0.03,0.0,1.5,1.2,es La Liga,Real Madrid
Antonio Sanabria,"FW,MF",py PAR,27.0,35,2133,5,0,5,0.21,0.0,9.3,1.4,it Serie A,Torino
Antonio Sivera,GK,es ESP,26.0,34,3060,0,0,0,0.0,0.0,0.0,0.1,es La Liga,Alavés
Antonio Sánchez,MF,es ESP,26.0,29,1452,3,1,4,0.19,0.06,2.5,0.8,es La Liga,Mallorca
Antonio Tikvić,DF,hr CRO,19.0,1,1,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Udinese
Antonios Papadopoulos,DF,de GER,23.0,2,117,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Dortmund
Antony,FW,br BRA,23.0,29,1324,1,1,2,0.07,0.07,3.4,2.8,eng Premier League,Manchester Utd
Antonín Barák,"MF,FW",cz CZE,28.0,21,808,2,3,5,0.22,0.33,1.5,2.2,it Serie A,Fiorentina
Antwoine Hackford,FW,eng ENG,19.0,2,13,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Sheffield Utd
Anwar El Ghazi,"MF,DF",nl NED,28.0,3,54,0,1,1,0.0,1.67,0.1,0.2,de Bundesliga,Mainz 05
Arda Güler,"FW,MF",tr TUR,18.0,10,377,6,0,6,1.43,0.0,1.4,0.1,es La Liga,Real Madrid
Ardian Ismajli,DF,al ALB,26.0,26,2045,0,0,0,0.0,0.0,0.3,0.1,it Serie A,Empoli
Aridane Hernández,DF,es ESP,34.0,19,1690,0,0,0,0.0,0.0,0.3,0.0,es La Liga,Rayo Vallecano
Arijanet Muric,GK,xk KVX,24.0,10,900,0,0,0,0.0,0.0,0.0,0.2,eng Premier League,Burnley
Arijon Ibrahimović,"FW,DF",de GER,17.0,16,474,1,1,2,0.19,0.19,0.8,0.7,it Serie A,Frosinone
Aritz Elustondo,DF,es ESP,29.0,15,812,0,1,1,0.0,0.11,0.3,0.6,es La Liga,Real Sociedad
Arkadiusz Milik,FW,pl POL,29.0,32,919,4,1,5,0.39,0.1,5.1,2.6,it Serie A,Juventus
Armand Lauriente,FW,fr FRA,24.0,37,2908,5,4,9,0.15,0.12,5.7,4.0,it Serie A,Sassuolo
Armando Broja,FW,al ALB,21.0,21,542,1,1,2,0.1,0.51,2.4,0.6000000000000001,"eng Premier League, eng Premier League","Chelsea, Fulham"
Armando Izzo,DF,it ITA,31.0,23,1650,0,0,0,0.0,0.0,0.7,0.5,it Serie A,Monza
Arnau Martinez,DF,es ESP,20.0,21,1241,0,2,2,0.0,0.15,0.2,1.4,es La Liga,Girona
Arnau Puigmal,"FW,DF",es ESP,22.0,11,255,0,0,0,0.0,0.0,0.0,0.3,es La Liga,Almería
Arnau Tenas,GK,es ESP,22.0,6,529,0,1,1,0.0,0.17,0.0,0.8,fr Ligue 1,Paris S-G
Arnaud Kalimuendo,FW,fr FRA,21.0,30,2139,10,1,11,0.42,0.04,9.0,2.7,fr Ligue 1,Rennes
Arnaud Nordin,"FW,MF",fr FRA,25.0,20,1246,5,3,8,0.36,0.22,3.6,3.0,fr Ligue 1,Montpellier
Arnaut Danjuma,"MF,FW",nl NED,26.0,14,595,1,0,1,0.15,0.0,2.6,1.1,eng Premier League,Everton
Arne Engels,"MF,DF",be BEL,19.0,32,1405,3,2,5,0.19,0.13,1.8,1.2,de Bundesliga,Augsburg
Arne Maier,MF,de GER,24.0,22,1003,2,4,6,0.18,0.36,1.5,2.3,de Bundesliga,Augsburg
Aron Dønnum,"FW,MF",no NOR,25.0,27,1595,0,1,1,0.0,0.06,1.0,2.1,fr Ligue 1,Toulouse
Arouna Sangante,DF,sn SEN,21.0,30,2687,0,0,0,0.0,0.0,0.9,1.2,fr Ligue 1,Le Havre
Arsen Zakharyan,"MF,FW",ru RUS,20.0,29,1228,1,2,3,0.07,0.15,2.4,2.1,es La Liga,Real Sociedad
Artem Dovbyk,FW,ua UKR,26.0,36,2587,24,8,32,0.83,0.28,24.2,6.2,es La Liga,Girona
Arthur,DF,br BRA,20.0,4,184,0,2,2,0.0,0.98,0.1,0.3,de Bundesliga,Leverkusen
Arthur Atta,"MF,FW",fr FRA,20.0,21,924,1,2,3,0.1,0.19,0.6,1.3,fr Ligue 1,Metz
Arthur Desmas,GK,fr FRA,29.0,33,2970,0,0,0,0.0,0.0,0.0,0.4,fr Ligue 1,Le Havre
Arthur Melo,MF,br BRA,26.0,33,1986,2,3,5,0.09,0.14,1.0,1.7,it Serie A,Fiorentina
Arthur Theate,DF,be BEL,23.0,28,2296,2,0,2,0.08,0.0,1.9,0.8,fr Ligue 1,Rennes
Arthur Vermeeren,MF,be BEL,18.0,5,162,0,0,0,0.0,0.0,0.0,0.1,es La Liga,Atlético Madrid
Asaf Arania,MF,il ISR,17.0,1,6,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Darmstadt 98
Ashley Young,"DF,MF",eng ENG,38.0,31,2280,0,0,0,0.0,0.0,0.6,1.5,eng Premier League,Everton
Asier Osambela,MF,es ESP,19.0,1,9,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Osasuna
Asier Villalibre,FW,es ESP,25.0,18,513,2,1,3,0.35,0.18,1.7,1.0,es La Liga,Athletic Club
Assane Diao,FW,es ESP,17.0,18,1048,2,0,2,0.17,0.0,2.5,0.7,es La Liga,Betis
Aster Vranckx,MF,be BEL,20.0,24,1153,0,0,0,0.0,0.0,0.1,0.3,de Bundesliga,Wolfsburg
Atakan Karazor,MF,de GER,26.0,33,2623,0,4,4,0.0,0.14,1.0,2.6,de Bundesliga,Stuttgart
Attila Szalai,DF,hu HUN,25.0,7,391,0,0,0,0.0,0.0,0.0,0.6,"de Bundesliga, de Bundesliga","Hoffenheim, Freiburg"
Augusto Batalla,GK,ar ARG,27.0,17,1530,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Granada
Aurélien Pelon,DF,fr FRA,19.0,1,90,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Lorient
Aurélien Tchouaméni,"MF,DF",fr FRA,23.0,27,1987,3,1,4,0.14,0.05,1.3,0.9,es La Liga,Real Madrid
Aurélio Buta,"DF,MF",pt POR,26.0,30,1744,1,1,2,0.05,0.05,0.5,0.7,de Bundesliga,Eint Frankfurt
Auston Trusty,DF,us USA,24.0,32,2572,0,0,0,0.0,0.0,0.4,1.1,eng Premier League,Sheffield Utd
Axel Camblan,FW,fr FRA,19.0,7,90,0,0,0,0.0,0.0,0.2,0.0,fr Ligue 1,Brest
Axel Disasi,DF,fr FRA,25.0,31,2579,2,0,2,0.07,0.0,2.4,0.3,eng Premier League,Chelsea
Axel Gueguin,"DF,FW",fr FRA,18.0,3,132,0,0,0,0.0,0.0,0.0,0.1,fr Ligue 1,Montpellier
Axel Guessand,DF,fr FRA,18.0,1,45,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Udinese
Axel Witsel,DF,be BEL,34.0,35,2783,2,0,2,0.06,0.0,1.0,0.3,es La Liga,Atlético Madrid
Ayanda Sishuba,"MF,FW",be BEL,18.0,7,62,0,0,0,0.0,0.0,0.9,0.0,fr Ligue 1,Lens
Ayman Kari,MF,fr FRA,18.0,14,893,1,1,2,0.1,0.1,0.6,0.8,fr Ligue 1,Lorient
Aymen Barkok,"MF,FW",ma MAR,25.0,13,321,1,0,1,0.28,0.0,1.7,0.3,de Bundesliga,Mainz 05
Aymeric Laporte,DF,es ESP,29.0,1,12,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Manchester City
Ayoze Pérez,FW,es ESP,30.0,31,2294,9,1,10,0.35,0.04,7.4,3.9,es La Liga,Betis
Ayyoub Bouaddi,MF,fr FRA,15.0,9,131,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Lille
Azor Matusiwa,MF,nl NED,25.0,28,2179,1,1,2,0.03,0.055,1.0,1.1,"fr Ligue 1, fr Ligue 1","Reims, Rennes"
Azzedine Ounahi,MF,ma MAR,23.0,21,1209,2,0,2,0.15,0.0,1.0,1.4,fr Ligue 1,Marseille
Aïman Maurer,"MF,FW",ma MAR,18.0,5,56,0,0,0,0.0,0.0,0.1,0.0,fr Ligue 1,Clermont Foot
Aïssa Laïdouni,MF,tn TUN,26.0,23,1071,0,3,3,0.0,0.25,0.7,1.0,de Bundesliga,Union Berlin
Aïssa Mandi,DF,dz ALG,31.0,16,1113,1,0,1,0.08,0.0,0.6,0.7,es La Liga,Villarreal
Badredine Bouanani,FW,dz ALG,18.0,7,161,0,0,0,0.0,0.0,0.2,0.5,fr Ligue 1,Nice
Badredine Bouanani,MF,dz ALG,18.0,11,443,1,0,1,0.2,0.0,1.4,0.9,fr Ligue 1,Lorient
Bafodé Diakité,DF,fr FRA,22.0,21,1696,5,2,7,0.27,0.11,2.0,1.4,fr Ligue 1,Lille
Bamba Dieng,FW,sn SEN,23.0,16,549,4,1,5,0.66,0.16,3.2,1.6,fr Ligue 1,Lorient
Bambasé Conté,"MF,FW",de GER,20.0,7,48,0,0,0,0.0,0.0,0.2,0.0,de Bundesliga,Hoffenheim
Bamo Meïté,DF,ci CIV,21.0,18,784,0,0,0,0.0,0.0,0.1,0.0,"fr Ligue 1, fr Ligue 1","Marseille, Lorient"
Baptiste Santamaria,MF,fr FRA,28.0,30,1926,0,1,1,0.0,0.05,1.9,0.6,fr Ligue 1,Rennes
Bart Verbruggen,GK,nl NED,20.0,21,1890,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Brighton
Bartol Franjić,MF,hr CRO,23.0,20,1229,0,1,1,0.0,0.07,0.3,0.2,de Bundesliga,Darmstadt 98
Bartosz Bereszyński,DF,pl POL,31.0,24,1762,0,1,1,0.0,0.05,0.1,0.3,it Serie A,Empoli
Bassirou Ndiaye,FW,sn SEN,21.0,5,152,0,0,0,0.0,0.0,0.0,0.2,fr Ligue 1,Lorient
Bastien Meupiyou,DF,fr FRA,17.0,1,8,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Nantes
Bebé,"MF,FW",cv CPV,33.0,19,212,2,0,2,0.85,0.0,1.4,0.2,es La Liga,Rayo Vallecano
Becir Omeragic,"DF,MF",ch SUI,21.0,28,2312,0,0,0,0.0,0.0,0.5,0.7,fr Ligue 1,Montpellier
Ben Brereton,"FW,MF",cl CHI,24.0,28,1375,6,1,7,0.245,0.04,6.3,1.8,"eng Premier League, es La Liga","Sheffield Utd, Villarreal"
Ben Chilwell,DF,eng ENG,26.0,13,756,0,1,1,0.0,0.12,1.2,2.2,eng Premier League,Chelsea
Ben Davies,DF,wls WAL,30.0,17,1090,1,0,1,0.08,0.0,2.3,0.4,eng Premier League,Tottenham
Ben Doak,FW,sct SCO,17.0,1,14,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Liverpool
Ben Godfrey,DF,eng ENG,25.0,15,1120,0,0,0,0.0,0.0,1.7,0.3,eng Premier League,Everton
Ben Johnson,"DF,FW",eng ENG,23.0,14,544,0,0,0,0.0,0.0,0.2,0.0,eng Premier League,West Ham
Ben Mee,DF,eng ENG,33.0,16,1272,2,0,2,0.14,0.0,1.5,0.3,eng Premier League,Brentford
Ben Osborn,"DF,MF",eng ENG,28.0,24,1367,0,2,2,0.0,0.13,0.2,0.9,eng Premier League,Sheffield Utd
Ben Parkinson,FW,eng ENG,18.0,1,25,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Newcastle Utd
Ben White,DF,eng ENG,25.0,37,2988,4,4,8,0.12,0.12,1.2,3.8,eng Premier League,Arsenal
Benedict Hollerbach,"FW,MF",de GER,22.0,28,1282,5,0,5,0.35,0.0,3.4,1.3,de Bundesliga,Union Berlin
Benedikt Gimber,DF,de GER,26.0,24,2021,1,1,2,0.04,0.04,1.4,1.1,de Bundesliga,Heidenheim
Benicio Boaitey,"FW,DF",eng ENG,19.0,5,40,0,0,0,0.0,0.0,0.0,0.1,eng Premier League,Brighton
Benito Ramírez,"FW,MF",es ESP,28.0,20,384,1,1,2,0.23,0.23,0.4,0.5,es La Liga,Las Palmas
Benjamin André,MF,fr FRA,32.0,30,2570,4,0,4,0.14,0.0,2.6,1.3,fr Ligue 1,Lille
Benjamin Bourigeaud,"MF,FW",fr FRA,29.0,32,2425,9,6,15,0.33,0.22,9.9,6.7,fr Ligue 1,Rennes
Benjamin Henrichs,DF,de GER,26.0,33,2526,1,5,6,0.04,0.18,2.5,4.4,de Bundesliga,RB Leipzig
Benjamin Lecomte,GK,fr FRA,32.0,30,2700,0,1,1,0.0,0.03,0.0,0.5,fr Ligue 1,Montpellier
Benjamin Mendy,DF,fr FRA,29.0,15,711,2,1,3,0.25,0.13,1.1,1.9,fr Ligue 1,Lorient
Benjamin Pavard,DF,fr FRA,27.0,23,1672,0,2,2,0.0,0.11,0.7,1.4,it Serie A,Inter
Benjamin Stambouli,MF,fr FRA,32.0,7,286,0,1,1,0.0,0.31,0.1,0.1,fr Ligue 1,Reims
Benjamin Tetteh,"FW,MF",gh GHA,26.0,12,278,0,0,0,0.0,0.0,0.3,0.1,fr Ligue 1,Metz
Benjamin Šeško,FW,si SVN,20.0,31,1526,14,2,16,0.83,0.12,7.7,1.1,de Bundesliga,RB Leipzig
Bennit Bröger,FW,de GER,17.0,1,11,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Wolfsburg
Benno Schmitz,DF,de GER,28.0,22,1155,0,1,1,0.0,0.08,0.2,0.3,de Bundesliga,Köln
Benoît Badiashile,DF,fr FRA,22.0,18,1338,0,1,1,0.0,0.07,0.3,1.5,eng Premier League,Chelsea
Benoît Costil,GK,fr FRA,36.0,13,1170,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Salernitana
Benson Manuel,"MF,FW",ao ANG,26.0,8,116,0,0,0,0.0,0.0,0.1,0.0,eng Premier League,Burnley
Berat Djimsiti,DF,al ALB,30.0,37,2832,0,1,1,0.0,0.03,0.8,0.7,it Serie A,Atalanta
Berkan Kutlu,MF,tr TUR,25.0,6,199,0,0,0,0.0,0.0,0.2,0.3,it Serie A,Genoa
Bernardo,DF,br BRA,28.0,33,2924,1,0,1,0.03,0.0,1.9,0.5,de Bundesliga,Bochum
Bernardo Espinosa,DF,co COL,34.0,2,2,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Girona
Bernardo Silva,"MF,FW",pt POR,28.0,33,2578,6,9,15,0.21,0.31,3.7,7.6,eng Premier League,Manchester City
Bernd Leno,GK,de GER,31.0,38,3420,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Fulham
Bertrand Traoré,"DF,FW",bf BFA,27.0,2,11,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Aston Villa
Bertrand Traoré,MF,bf BFA,27.0,11,568,1,0,1,0.16,0.0,0.9,0.4,es La Liga,Villarreal
Bertuğ Yıldırım,FW,tr TUR,21.0,21,469,0,1,1,0.0,0.19,1.4,0.7,fr Ligue 1,Rennes
Beto,FW,gw GNB,25.0,31,1025,3,0,3,0.14,0.0,6.8,1.2,"eng Premier League, it Serie A","Everton, Udinese"
Beñat Prados,"MF,DF",es ESP,22.0,26,1449,0,0,0,0.0,0.0,0.5,0.5,es La Liga,Athletic Club
Beñat Turrientes,MF,es ESP,21.0,29,1687,0,1,1,0.0,0.05,1.2,0.5,es La Liga,Real Sociedad
Bilal Boutobba,"FW,MF",fr FRA,24.0,27,926,1,1,2,0.1,0.1,2.0,1.7,fr Ligue 1,Clermont Foot
Bilal Brahimi,FW,dz ALG,23.0,2,11,0,0,0,0.0,0.0,0.0,0.1,fr Ligue 1,Nice
Bilal Brahimi,"FW,MF",dz ALG,23.0,18,221,0,0,0,0.0,0.0,0.1,0.3,fr Ligue 1,Brest
Bilal Nadir,"MF,FW",fr FRA,19.0,5,113,0,0,0,0.0,0.0,0.1,0.1,fr Ligue 1,Marseille
Billy Gilmour,MF,sct SCO,22.0,30,2120,0,1,1,0.0,0.04,1.0,2.0,eng Premier League,Brighton
Birger Meling,DF,no NOR,28.0,1,16,0,0,0,0.0,0.0,0.2,0.0,fr Ligue 1,Rennes
Bobby Clark,MF,eng ENG,18.0,5,89,0,0,0,0.0,0.0,0.1,0.0,eng Premier League,Liverpool
Bobby Reid,FW,jm JAM,30.0,33,1423,6,2,8,0.38,0.13,4.6,1.8,eng Premier League,Fulham
Bonke Innocent,MF,ng NGA,27.0,4,210,0,0,0,0.0,0.0,0.0,0.1,fr Ligue 1,Lorient
Boris Radunović,GK,rs SRB,27.0,7,630,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Cagliari
Borja Iglesias,FW,es ESP,30.0,18,664,0,1,1,0.0,0.11,2.0,1.2,"es La Liga, de Bundesliga","Betis, Leverkusen"
Borja Mayoral,FW,es ESP,26.0,27,2153,15,1,16,0.63,0.04,11.9,1.4,es La Liga,Getafe
Borja Vázquez,FW,es ESP,18.0,1,4,0,0,0,0.0,0.0,0.0,0.1,es La Liga,Cádiz
Borna Sosa,"FW,DF",hr CRO,25.0,2,46,0,0,0,0.0,0.0,0.0,0.3,de Bundesliga,Stuttgart
Boubacar Kamara,MF,fr FRA,23.0,20,1652,0,1,1,0.0,0.05,0.1,1.3,eng Premier League,Aston Villa
Boubacar Traoré,MF,ml MLI,21.0,24,819,0,0,0,0.0,0.0,0.3,0.4,eng Premier League,Wolves
Boubakar Kouyaté,DF,ml MLI,26.0,23,1928,0,2,2,0.0,0.09,0.8,1.3,fr Ligue 1,Montpellier
Boubakary Soumaré,MF,fr FRA,24.0,28,2286,0,1,1,0.0,0.04,0.0,0.9,es La Liga,Sevilla
Boulaye Dia,"FW,MF",sn SEN,26.0,17,1143,4,0,4,0.31,0.0,3.9,0.5,it Serie A,Salernitana
Bouna Sarr,DF,sn SEN,31.0,2,106,0,0,0,0.0,0.0,0.2,0.0,de Bundesliga,Bayern Munich
Bradley Barcola,FW,fr FRA,20.0,3,270,0,0,0,0.0,0.0,0.1,0.3,fr Ligue 1,Lyon
Bradley Barcola,"FW,MF",fr FRA,20.0,25,1370,4,7,11,0.26,0.46,4.5,5.2,fr Ligue 1,Paris S-G
Bradley Locko,DF,fr FRA,21.0,33,2959,0,3,3,0.0,0.09,0.3,1.6,fr Ligue 1,Brest
Brahim Díaz,"FW,MF",ma MAR,23.0,31,1545,8,6,14,0.47,0.35,5.7,4.4,es La Liga,Real Madrid
Brais Méndez,"MF,FW",es ESP,26.0,32,2413,5,6,11,0.19,0.22,4.2,4.2,es La Liga,Real Sociedad
Brajan Gruda,"MF,FW",de GER,19.0,28,1641,4,3,7,0.22,0.16,3.5,4.1,de Bundesliga,Mainz 05
Brandon Aguilera,FW,cr CRC,20.0,1,5,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Nott'ham Forest
Brandon Soppy,DF,fr FRA,21.0,5,178,0,0,0,0.0,0.0,0.0,0.1,it Serie A,Torino
Brau,DF,es ESP,21.0,1,31,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Granada
Braydon Manu,MF,gh GHA,26.0,4,171,0,0,0,0.0,0.0,0.4,0.1,de Bundesliga,Darmstadt 98
Breel Embolo,FW,ch SUI,26.0,5,182,1,0,1,0.49,0.0,0.7,0.1,fr Ligue 1,Monaco
Brendan Chardonnet,DF,fr FRA,28.0,33,2970,1,1,2,0.03,0.03,1.5,1.6,fr Ligue 1,Brest
Brenden Aaronson,"MF,FW",us USA,22.0,30,1267,2,2,4,0.14,0.14,2.0,1.9,de Bundesliga,Union Berlin
Brennan Johnson,FW,wls WAL,22.0,32,2085,5,10,15,0.22,0.43,10.3,8.1,eng Premier League,Tottenham
Brennan Johnson,"FW,MF",wls WAL,22.0,3,237,0,0,0,0.0,0.0,0.3,0.2,eng Premier League,Nott'ham Forest
Brenner,"MF,FW",br BRA,23.0,8,189,0,0,0,0.0,0.0,0.4,0.0,it Serie A,Udinese
Brian Ocampo,"MF,FW",uy URU,24.0,13,248,1,0,1,0.36,0.0,0.3,0.1,es La Liga,Cádiz
Brice Samba,GK,fr FRA,29.0,33,2970,0,0,0,0.0,0.0,0.0,0.2,fr Ligue 1,Lens
Bruno Amione,DF,ar ARG,21.0,10,579,0,0,0,0.0,0.0,0.3,0.0,it Serie A,Hellas Verona
Bruno Fernandes,"MF,FW",pt POR,28.0,35,3118,10,8,18,0.29,0.23,10.0,11.8,eng Premier League,Manchester Utd
Bruno Guimarães,MF,br BRA,25.0,37,3263,7,8,15,0.19,0.22,4.8,6.4,eng Premier League,Newcastle Utd
Bruno Langa,DF,mz MOZ,25.0,11,820,1,0,1,0.11,0.0,0.2,0.4,es La Liga,Almería
Bruno Méndez,DF,uy URU,23.0,17,1333,2,0,2,0.14,0.0,0.6,0.1,es La Liga,Granada
Bryan Cristante,"MF,DF",it ITA,28.0,37,3289,3,4,7,0.08,0.11,4.0,2.9,it Serie A,Roma
Bryan Gil,"FW,MF",es ESP,22.0,11,209,0,0,0,0.0,0.0,0.8,0.2,eng Premier League,Tottenham
Bryan Mbeumo,FW,cm CMR,23.0,25,1960,9,6,15,0.41,0.28,9.8,4.6,eng Premier League,Brentford
Bryan Zaragoza,"FW,MF",es ESP,22.0,7,183,0,0,0,0.0,0.0,0.5,0.2,de Bundesliga,Bayern Munich
Bryan Zaragoza,"MF,FW",es ESP,22.0,21,1638,6,2,8,0.33,0.11,3.8,3.3,es La Liga,Granada
Bukayo Saka,FW,eng ENG,21.0,35,2919,16,9,25,0.49,0.28,15.5,10.5,eng Premier League,Arsenal
Bénie Adama Traore,"FW,MF",ci CIV,20.0,22,891,0,1,1,0.0,0.09,1.0,1.4,"eng Premier League, fr Ligue 1","Sheffield Utd, Nantes"
Caio Henrique Oliveira Silva,DF,br BRA,26.0,9,623,0,5,5,0.0,0.72,0.2,1.3,fr Ligue 1,Monaco
Caleb Ekuban,FW,gh GHA,29.0,29,1131,4,1,5,0.32,0.08,2.9,1.4,it Serie A,Genoa
Caleb Okoli,DF,it ITA,22.0,34,2914,0,1,1,0.0,0.03,0.6,0.8,it Serie A,Frosinone
Callum Hudson-Odoi,"FW,MF",eng ENG,22.0,29,1854,8,1,9,0.39,0.05,2.7,2.8,eng Premier League,Nott'ham Forest
Callum Wilson,FW,eng ENG,31.0,20,991,9,1,10,0.82,0.09,8.8,0.6,eng Premier League,Newcastle Utd
Calum Chambers,"MF,DF",eng ENG,28.0,5,152,0,1,1,0.0,0.59,0.0,0.1,eng Premier League,Aston Villa
Calvin Bassey,DF,ng NGA,23.0,29,2303,1,0,1,0.04,0.0,0.3,0.0,eng Premier League,Fulham
Cameron Archer,"FW,MF",eng ENG,22.0,29,1832,4,1,5,0.2,0.05,5.5,2.8,eng Premier League,Sheffield Utd
Cameron Archer,MF,eng ENG,22.0,1,6,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Aston Villa
Caoimhín Kelleher,GK,ie IRL,24.0,10,900,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Liverpool
Carl Starfelt,DF,se SWE,28.0,27,2216,1,0,1,0.04,0.0,1.4,0.2,es La Liga,Celta Vigo
Carles Aleñá,MF,es ESP,25.0,29,1020,1,1,2,0.09,0.09,1.2,1.6,es La Liga,Getafe
Carles Pérez,"MF,DF",es ESP,25.0,16,772,1,1,2,0.12,0.12,1.2,1.3,es La Liga,Celta Vigo
Carlo Pinsoglio,GK,it ITA,33.0,1,45,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Juventus
Carlos Alcaraz,MF,ar ARG,20.0,10,380,0,1,1,0.0,0.24,0.4,0.1,it Serie A,Juventus
Carlos Augusto,DF,br BRA,24.0,37,1725,0,3,3,0.0,0.16,1.0,2.8,it Serie A,Inter
Carlos Baleba,MF,cm CMR,19.0,29,1386,0,0,0,0.0,0.0,0.8,0.3,"eng Premier League, fr Ligue 1","Brighton, Lille"
Carlos Benavídez,MF,uy URU,25.0,29,1136,3,1,4,0.24,0.08,1.0,0.5,es La Liga,Alavés
Carlos Dominguez,DF,es ESP,22.0,22,1584,0,0,0,0.0,0.0,0.3,0.1,es La Liga,Celta Vigo
Carlos Dotor,MF,es ESP,22.0,17,708,0,0,0,0.0,0.0,0.2,0.1,es La Liga,Celta Vigo
Carlos Fernández,FW,es ESP,27.0,10,408,2,1,3,0.44,0.22,1.5,0.5,es La Liga,Real Sociedad
Carlos Neva,DF,es ESP,27.0,36,3146,0,2,2,0.0,0.06,0.1,3.2,es La Liga,Granada
Carlos Romero,DF,es ESP,21.0,7,262,0,0,0,0.0,0.0,0.4,0.0,es La Liga,Villarreal
Carlos Soler,"MF,DF",es ESP,26.0,24,1090,2,2,4,0.17,0.17,1.5,2.4,fr Ligue 1,Paris S-G
Carlos Vicente,FW,es ESP,24.0,18,1114,2,4,6,0.16,0.32,2.3,3.7,es La Liga,Alavés
Carlos Vinícius,FW,br BRA,28.0,13,315,2,0,2,0.57,0.0,1.6,0.8,eng Premier League,Fulham
